Price,Adj Close,Close,High,Low,Open,Volume,Company Name,Ticker Symbol,Previous Close,Average Volume,Market Cap
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,
Date,,,,,,,,,,,
2009-01-02 00:00:00+00:00,2.7870070934295654,3.2410709857940674,3.2514290809631348,3.041429042816162,3.067142963409424,746015200,Apple Inc.,AAPL,,,48991379355.06616
2009-01-05 00:00:00+00:00,2.904629707336426,3.377856969833374,3.434999942779541,3.3110709190368652,3.327500104904175,1181608400,Apple Inc.,AAPL,3.2410709857940674,,51059008871.32739
2009-01-06 00:00:00+00:00,2.8567211627960205,3.322143077850342,3.4703569412231445,3.299643039703369,3.426785945892334,1289310400,Apple Inc.,AAPL,3.377856969833374,,50216848847.8501
2009-01-07 00:00:00+00:00,2.794992685317993,3.250356912612915,3.3035709857940674,3.2235710620880127,3.2789289951324463,753048800,Apple Inc.,AAPL,3.322143077850342,,49131743563.514404
2009-01-08 00:00:00+00:00,2.846893548965454,3.31071400642395,3.3267860412597656,3.2157139778137207,3.2296431064605713,673500800,Apple Inc.,AAPL,3.250356912612915,,50044089295.10327
2009-01-09 00:00:00+00:00,2.7817864418029785,3.234999895095825,3.3350000381469727,3.2192859649658203,3.3289289474487305,546845600,Apple Inc.,AAPL,3.31071400642395,,48899609965.00952
2009-01-12 00:00:00+00:00,2.722822427749634,3.166429042816162,3.249643087387085,3.12678599357605,3.2307140827178955,617716400,Apple Inc.,AAPL,3.234999895095825,,47863106706.84033
2009-01-13 00:00:00+00:00,2.6936469078063965,3.132499933242798,3.2049999237060547,3.0839290618896484,3.1514289379119873,798397600,Apple Inc.,AAPL,3.166429042816162,,47350241087.55151
2009-01-14 00:00:00+00:00,2.6205551624298096,3.047499895095825,3.1160709857940674,3.0257139205932617,3.0799999237060547,1021664000,Apple Inc.,AAPL,3.132499933242798,,46065397549.00952
2009-01-15 00:00:00+00:00,2.560668468475342,2.9778571128845215,3.004286050796509,2.858928918838501,2.877500057220459,1831634000,Apple Inc.,AAPL,3.047499895095825,,45012691212.85986
2009-01-16 00:00:00+00:00,2.5284221172332764,2.940356969833374,3.01357102394104,2.871428966522217,3.010714054107666,1047625600,Apple Inc.,AAPL,2.9778571128845215,,44445846567.32739
2009-01-20 00:00:00+00:00,2.4015862941741943,2.7928569316864014,2.9285709857940674,2.7928569316864014,2.9260709285736084,919914800,Apple Inc.,AAPL,2.940356969833374,,42216265556.7854
2009-01-21 00:00:00+00:00,2.5437774658203125,2.958214044570923,2.9600000381469727,2.8324999809265137,2.8353569507598877,1089270000,Apple Inc.,AAPL,2.7928569316864014,,44715770529.64526
2009-01-22 00:00:00+00:00,2.713608741760254,3.1557140350341797,3.2142860889434814,3.065000057220459,3.1442859172821045,1409528400,Apple Inc.,AAPL,2.958214044570923,,47701140797.009766
2009-01-23 00:00:00+00:00,2.713608741760254,3.1557140350341797,3.2096428871154785,3.0892860889434814,3.1007139682769775,763770000,Apple Inc.,AAPL,3.1557140350341797,,47701140797.009766
2009-01-26 00:00:00+00:00,2.7529189586639404,3.2014288902282715,3.248929023742676,3.1535708904266357,3.1735711097717285,692238400,Apple Inc.,AAPL,3.1557140350341797,,48392157384.67236
2009-01-27 00:00:00+00:00,2.786393404006958,3.240356922149658,3.2696430683135986,3.2049999237060547,3.2210710048675537,618038400,Apple Inc.,AAPL,3.2014288902282715,,48980585712.1499
2009-01-28 00:00:00+00:00,2.8929598331451416,3.364285945892334,3.392857074737549,3.267857074737549,3.2899999618530273,861406000,Apple Inc.,AAPL,3.240356922149658,,50853871993.71924
2009-01-29 00:00:00+00:00,2.856107234954834,3.3214290142059326,3.369286060333252,3.307142972946167,3.3246428966522217,592729200,Apple Inc.,AAPL,3.364285945892334,,50206055204.93384
2009-01-30 00:00:00+00:00,2.7679672241210938,3.2189290523529053,3.3435709476470947,3.2146430015563965,3.307142972946167,651478800,Apple Inc.,AAPL,3.3214290142059326,,48656686327.47583
2009-02-02 00:00:00+00:00,2.810347318649292,3.268213987350464,3.2857139110565186,3.174999952316284,3.182142972946167,558247200,Apple Inc.,AAPL,3.2189290523529053,,49401667525.832275
2009-02-03 00:00:00+00:00,2.8554928302764893,3.320713996887207,3.3350000381469727,3.2242860794067383,3.2828569412231445,599309200,Apple Inc.,AAPL,3.268213987350464,,50195247146.46777
2009-02-04 00:00:00+00:00,2.8729968070983887,3.3410708904266357,3.4375,3.325000047683716,3.3292860984802246,808421600,Apple Inc.,AAPL,3.320713996887207,,50502957868.71118
2009-02-05 00:00:00+00:00,2.9623661041259766,3.444999933242798,3.4732139110565186,3.307857036590576,3.313214063644409,749246400,Apple Inc.,AAPL,3.3410708904266357,,52073928447.55151
2009-02-06 00:00:00+00:00,3.062483787536621,3.561429023742676,3.5714290142059326,3.4642860889434814,3.4649999141693115,687209600,Apple Inc.,AAPL,3.444999933242798,,53833847241.569336
2009-02-09 00:00:00+00:00,3.148167133331299,3.6610710620880127,3.6785709857940674,3.5535709857940674,3.5714290142059326,715010800,Apple Inc.,AAPL,3.561429023742676,,55340016320.15015
2009-02-10 00:00:00+00:00,3.0044403076171875,3.493928909301758,3.6610710620880127,3.4664289951324463,3.618928909301758,849060800,Apple Inc.,AAPL,3.6610710620880127,,52813529041.94336
2009-02-11 00:00:00+00:00,2.973421812057495,3.4578568935394287,3.511070966720581,3.4203569889068604,3.441786050796509,674973600,Apple Inc.,AAPL,3.493928909301758,,52268271682.24341
2009-02-12 00:00:00+00:00,3.048663854598999,3.5453569889068604,3.5625,3.422499895095825,3.422499895095825,817188400,Apple Inc.,AAPL,3.4578568935394287,,53590905584.59839
2009-02-13 00:00:00+00:00,3.045285940170288,3.541429042816162,3.5692861080169678,3.504286050796509,3.5353569984436035,608977600,Apple Inc.,AAPL,3.5453569889068604,839112866.6666666,53531531538.84033
2009-02-17 00:00:00+00:00,2.9030940532684326,3.376070976257324,3.4657139778137207,3.367142915725708,3.4596428871154785,678238400,Apple Inc.,AAPL,3.541429042816162,836853640.0,51032012150.430664
2009-02-18 00:00:00+00:00,2.8981809616088867,3.370357036590576,3.4232139587402344,3.311429023742676,3.3946430683135986,684779200,Apple Inc.,AAPL,3.376070976257324,820292666.6666666,50945641383.77588
2009-02-19 00:00:00+00:00,2.783629894256592,3.237143039703369,3.3660709857940674,3.2182140350341797,3.3346428871154785,922804400,Apple Inc.,AAPL,3.370357036590576,808075800.0,48932005309.308105
2009-02-20 00:00:00+00:00,2.800828218460083,3.257143020629883,3.299999952316284,3.1785709857940674,3.192857027053833,750316000,Apple Inc.,AAPL,3.237143039703369,807984706.6666666,49234321012.03711
2009-02-23 00:00:00+00:00,2.670306444168091,3.1053569316864014,3.2857139110565186,3.0896430015563965,3.273214101791382,786982000,Apple Inc.,AAPL,3.257143020629883,811767413.3333334,46939952916.7854
2009-02-24 00:00:00+00:00,2.7716519832611084,3.2232139110565186,3.2460711002349854,3.107142925262451,3.12321400642395,807105600,Apple Inc.,AAPL,3.1053569316864014,820442746.6666666,48721455392.74829
2009-02-25 00:00:00+00:00,2.799598455429077,3.255713939666748,3.318571090698242,3.1875,3.2092859745025635,833053200,Apple Inc.,AAPL,3.2232139110565186,827620640.0,49212719310.654785
2009-02-26 00:00:00+00:00,2.73909854888916,3.185357093811035,3.318571090698242,3.177143096923828,3.2857139110565186,629868400,Apple Inc.,AAPL,3.255713939666748,822003000.0,48149219331.58887
2009-02-27 00:00:00+00:00,2.742784023284912,3.189642906188965,3.260714054107666,3.131071090698242,3.14035701751709,706658400,Apple Inc.,AAPL,3.185357093811035,811502813.3333334,48214002812.41113
2009-03-02 00:00:00+00:00,2.700709581375122,3.140713930130005,3.257143020629883,3.131071090698242,3.1471428871154785,770929600,Apple Inc.,AAPL,3.189642906188965,776146000.0,47474402218.01929
2009-03-03 00:00:00+00:00,2.713914632797241,3.1560709476470947,3.2407140731811523,3.13857102394104,3.1760709285736084,724340400,Apple Inc.,AAPL,3.140713930130005,765369826.6666666,47706535816.52417
2009-03-04 00:00:00+00:00,2.799906015396118,3.256071090698242,3.313214063644409,3.194643020629883,3.2207140922546387,741403600,Apple Inc.,AAPL,3.1560709476470947,759419453.3333334,49218117934.05664
2009-03-05 00:00:00+00:00,2.728349447250366,3.1728570461273193,3.2810709476470947,3.1589291095733643,3.2307140827178955,706899200,Apple Inc.,AAPL,3.256071090698242,746673760.0,47960271116.41138
2009-03-06 00:00:00+00:00,2.619633436203003,3.046428918838501,3.1571431159973145,2.940356969833374,3.1549999713897705,1011147200,Apple Inc.,AAPL,3.1728570461273193,733394386.6666666,46049208886.57886
2009-03-09 00:00:00+00:00,2.552377223968506,2.9682140350341797,3.128571033477783,2.9489290714263916,3.0064289569854736,698297600,Apple Inc.,AAPL,3.046428918838501,731211973.3333334,44866928381.009766
2009-03-10 00:00:00+00:00,2.7219009399414062,3.1653571128845215,3.184643030166626,3.012856960296631,3.0310709476470947,844258800,Apple Inc.,AAPL,2.9682140350341797,736279320.0,47846903628.85986
2009-03-11 00:00:00+00:00,2.8462793827056885,3.309999942779541,3.35964298248291,3.1992859840393066,3.2074999809265137,846372800,Apple Inc.,AAPL,3.1653571128845215,743890466.6666666,50033295652.18701
2009-03-12 00:00:00+00:00,2.958987236022949,3.441071033477783,3.4492859840393066,3.2857139110565186,3.317857027053833,768457200,Apple Inc.,AAPL,3.309999942779541,740792173.3333334,52014539986.24365
2009-03-13 00:00:00+00:00,2.946089267730713,3.4260709285736084,3.4714291095733643,3.393213987350464,3.43928599357605,601168400,Apple Inc.,AAPL,3.441071033477783,741073480.0,51787801407.253174
2009-03-16 00:00:00+00:00,2.930426836013794,3.4078569412231445,3.4782140254974365,3.3635709285736084,3.447499990463257,797244000,Apple Inc.,AAPL,3.4260709285736084,745932320.0,51512482425.4209
2009-03-17 00:00:00+00:00,3.0606417655944824,3.559286117553711,3.560357093811035,3.3953568935394287,3.4014289379119873,786646000,Apple Inc.,AAPL,3.4078569412231445,753545613.3333334,53801455501.1582
2009-03-18 00:00:00+00:00,3.117763042449951,3.625714063644409,3.695713996887207,3.561429023742676,3.568213939666748,796037200,Apple Inc.,AAPL,3.559286117553711,760103213.3333334,54805567018.91626
2009-03-19 00:00:00+00:00,3.120835065841675,3.629286050796509,3.68571400642395,3.580357074737549,3.637500047683716,500180800,Apple Inc.,AAPL,3.625714063644409,749828520.0,54859560460.70972
2009-03-20 00:00:00+00:00,3.119912624359131,3.628213882446289,3.682499885559082,3.5917859077453613,3.646070957183838,695587200,Apple Inc.,AAPL,3.629286050796509,748039880.0,54843353778.8418
2009-03-23 00:00:00+00:00,3.3063275814056396,3.8450000286102295,3.8628571033477783,3.6339290142059326,3.6682140827178955,666397200,Apple Inc.,AAPL,3.628213882446289,747346133.3333334,58120249709.906494
2009-03-24 00:00:00+00:00,3.270702600479126,3.8035709857940674,3.9085710048675537,3.7639288902282715,3.7985711097717285,640612000,Apple Inc.,AAPL,3.8450000286102295,744866173.3333334,57494016603.06616
2009-03-25 00:00:00+00:00,3.2703959941864014,3.8032140731811523,3.869999885559082,3.7092859745025635,3.8421430587768555,646618000,Apple Inc.,AAPL,3.8035709857940674,738118080.0,57488621583.55176
2009-03-26 00:00:00+00:00,3.374199151992798,3.92392897605896,3.927856922149658,3.8421430587768555,3.8510708808898926,616252000,Apple Inc.,AAPL,3.8032140731811523,736160693.3333334,59313323858.391846
2009-03-27 00:00:00+00:00,3.2814512252807617,3.816071033477783,3.876070976257324,3.799999952316284,3.865356922149658,492872800,Apple Inc.,AAPL,3.92392897605896,725350173.3333334,57682964818.24365
2009-03-30 00:00:00+00:00,3.208974599838257,3.731786012649536,3.750356912612915,3.6646430492401123,3.7325000762939453,502796000,Apple Inc.,AAPL,3.816071033477783,721810786.6666666,56408929338.167725
2009-03-31 00:00:00+00:00,3.228322982788086,3.754286050796509,3.8375000953674316,3.75,3.766071081161499,570080000,Apple Inc.,AAPL,3.731786012649536,718205506.6666666,56749035404.70972
2009-04-01 00:00:00+00:00,3.337960958480835,3.8817861080169678,3.892857074737549,3.7103569507598877,3.7174999713897705,589372000,Apple Inc.,AAPL,3.754286050796509,715025266.6666666,58676300712.522705
2009-04-02 00:00:00+00:00,3.4614169597625732,4.025356769561768,4.098214149475098,3.9207139015197754,3.9335711002349854,812366800,Apple Inc.,AAPL,3.8817861080169678,711344013.3333334,60846486053.98193
2009-04-03 00:00:00+00:00,3.562150001525879,4.142499923706055,4.147500038146973,4.054286003112793,4.078214168548584,636241200,Apple Inc.,AAPL,4.025356769561768,707541520.0,62617198490.916016
2009-04-06 00:00:00+00:00,3.637697458267212,4.2303571701049805,4.2410712242126465,4.045713901519775,4.105000019073486,658064400,Apple Inc.,AAPL,4.142499923706055,703244266.6666666,63945231016.67285
2009-04-07 00:00:00+00:00,3.5317447185516357,4.107142925262451,4.166786193847656,4.078214168548584,4.161786079406738,536580800,Apple Inc.,AAPL,4.2303571701049805,694226773.3333334,62082749189.68213
2009-04-08 00:00:00+00:00,3.5722827911376953,4.154285907745361,4.1710710525512695,4.0921430587768555,4.122499942779541,455630000,Apple Inc.,AAPL,4.107142925262451,681646000.0,62795353063.177246
2009-04-09 00:00:00+00:00,3.672093629837036,4.270357131958008,4.285714149475098,4.212856769561768,4.229286193847656,530756800,Apple Inc.,AAPL,4.154285907745361,678342280.0,64549862422.13086
2009-04-13 00:00:00+00:00,3.692054510116577,4.2935709953308105,4.320713996887207,4.25,4.286070823669434,389236400,Apple Inc.,AAPL,4.270357131958008,667761546.6666666,64900758527.70166
2009-04-14 00:00:00+00:00,3.633397340774536,4.2253570556640625,4.291786193847656,4.1875,4.270357131958008,454622000,Apple Inc.,AAPL,4.2935709953308105,657217960.0,63869650289.046875
2009-04-15 00:00:00+00:00,3.6128220558166504,4.2014288902282715,4.223214149475098,4.134285926818848,4.185713768005371,412882400,Apple Inc.,AAPL,4.2253570556640625,646836026.6666666,63507956936.67236
2009-04-16 00:00:00+00:00,3.729829788208008,4.337500095367432,4.398213863372803,4.242499828338623,4.256785869598389,593446000,Apple Inc.,AAPL,4.2014288902282715,641904106.6666666,65564781998.35498
2009-04-17 00:00:00+00:00,3.790329694747925,4.4078569412231445,4.4375,4.294642925262451,4.32785701751709,497495600,Apple Inc.,AAPL,4.337500095367432,634923986.6666666,66628281977.4209
2009-04-20 00:00:00+00:00,3.700653314590454,4.3035712242126465,4.392499923706055,4.255713939666748,4.347499847412109,466466000,Apple Inc.,AAPL,4.4078569412231445,616767946.6666666,65051919982.95361
2009-04-21 00:00:00+00:00,3.7393507957458496,4.348570823669434,4.362143039703369,4.235713958740234,4.246070861816406,470685600,Apple Inc.,AAPL,4.3035712242126465,609180880.0,65732124908.262695
2009-04-22 00:00:00+00:00,3.731672525405884,4.3396430015563965,4.476786136627197,4.32857084274292,4.379642963409424,938767200,Apple Inc.,AAPL,4.348570823669434,612331160.0,65597173738.76611
2009-04-23 00:00:00+00:00,3.851137399673462,4.478570938110352,4.5428571701049805,4.411070823669434,4.5221428871154785,945156800,Apple Inc.,AAPL,4.3396430015563965,615623960.0,67697180579.88867
2009-04-24 00:00:00+00:00,3.8050718307495117,4.425000190734863,4.46928596496582,4.391786098480225,4.4514288902282715,540764000,Apple Inc.,AAPL,4.478570938110352,608034186.6666666,66887415900.70996
2009-04-27 00:00:00+00:00,3.830562114715576,4.4546427726745605,4.464285850524902,4.380713939666748,4.389286041259766,480690000,Apple Inc.,AAPL,4.425000190734863,604018240.0,67335487227.51416
2009-04-28 00:00:00+00:00,3.8050718307495117,4.425000190734863,4.507500171661377,4.4021430015563965,4.4053568840026855,455856800,Apple Inc.,AAPL,4.4546427726745605,592638666.6666666,66887415900.70996
2009-04-29 00:00:00+00:00,3.843153238296509,4.46928596496582,4.5303568840026855,4.422500133514404,4.458929061889648,458110800,Apple Inc.,AAPL,4.425000190734863,581687493.3333334,67556830786.990234
2009-04-30 00:00:00+00:00,3.864342451095581,4.493928909301758,4.535714149475098,4.461429119110107,4.507856845855713,498489600,Apple Inc.,AAPL,4.46928596496582,571769240.0,67929328593.94336
